1,3TTCZyV,行政,,,9/8/2019 17:11:07,户部巷(曙光商贸城),114.396072,30.482061,邹某某盗窃（破坏）电力电信设施审讯,未处理,12734512.48,3565666.01
2,Z751Rxw,刑事,,,21/8/2019 23:25:43,重庆粉面馆,114.41548,30.535972,卫某某街头扒窃在逃,未处理,12736672.97,3572631.77
3,4kJ1hL9,民事,,,26/8/2019 15:37:09,湘味菜馆(鲁磨路店),114.399658,30.512621,何某某醉酒驾驶审讯,未处理,12734911.68,3569614.15
4,ivJ579B,行政,,,7/8/2019 02:59:54,东北菜饺子府(百瑞景店),114.33735,30.525254,郑某某肇事逃逸在逃,未处理,12727975.58,3571246.61
5,bWPNCE8,行政,,,10/8/2019 00:07:39,鑫鑫烧烤(园艺新村东北),114.260408,30.439083,赵某某街头扒窃审讯,未处理,12719410.44,3560115.65
6,DY9YnPg,刑事,,,3/8/2019 22:28:52,优意客披萨(广埠屯店),114.363784,30.523091,姜某某醉酒驾驶在逃,未处理,12730918.2,3570967.09
7,Vb9r96Z,行政,,,15/8/2019 22:26:03,西式披萨汉堡欢乐餐厅(八一花园店),114.387935,30.492996,魏某某肇事逃逸审讯,未处理,12733606.68,3567078.6
8,434w4Yq,民事,,,3/8/2019 05:11:18,流行视窗购物广场(西北门),114.353593,30.526225,孔某某入室盗窃在逃,未处理,12729783.74,3571372.09
9,6ix2snm,行政,,,10/8/2019 06:36:22,乐吉士(武银光谷大厦南),114.408602,30.477455,冯某某肇事逃逸在逃,未处理,12735907.32,3565071.06
10,Dt1Qol3,行政,,,4/8/2019 06:44:47,爬宠生活馆,114.391007,30.531399,王某某入室盗窃审讯,未处理,12733948.65,3572040.75
11,YRwZZLJ,民事,,,14/8/2019 18:22:56,隆宏食品,114.26025,30.459692,韩某某肇事逃逸在逃,未处理,12719392.85,3562776.88
12,vdi6gEh,民事,,,30/8/2019 18:44:48,KADIGAO,114.32225,30.504451,严某某醉酒驾驶审讯,未处理,12726294.66,3568558.52
13,8zQoXFH,行政,,,22/8/2019 16:41:02,大东Dusto(虎泉店),114.367304,30.510343,潘某某肇事逃逸在逃,未处理,12731310.04,3569319.81
14,FKtI9jT,行政,,,22/8/2019 15:12:23,凡点(珞珈山路),114.352328,30.529371,彭某某肇事逃逸在逃,未处理,12729642.92,3571778.66
15,6A1EJNl,行政,,,5/8/2019 10:32:23,康辉旅游,114.398044,30.49604,陈某某入室盗窃在逃,未处理,12734732.01,3567471.85
16,mMsW65Z,行政,,,24/8/2019 09:00:56,光谷正华影城售票处,114.39695,30.495901,戚某某扒车盗窃被捕,未处理,12734610.22,3567453.89
17,4MXzD14,刑事,,,14/8/2019 17:39:14,中国电信(烽胜路营业厅),114.292767,30.484044,郑某某肇事逃逸被捕,未处理,12723012.62,3565922.17
18,XaEGTc6,民事,,,19/8/2019 23:25:06,中国电信(满江红营业厅),114.357055,30.519358,郎某某虚假诉讼被捕,未处理,12730169.13,3570484.69
19,Ww788RQ,民事,,,7/8/2019 20:28:19,爱尚造型(下钱村店),114.399955,30.498874,钱某某盗窃电缆、电线、U形线夹审讯,未处理,12734944.74,3567837.98
20,u6N6fJ6,民事,,,2/8/2019 05:05:20,甜言蜜语KTV,114.325117,30.493578,范某某街头扒窃在逃,未处理,12726613.81,3567153.78
21,7W54tm2,民事,,,3/8/2019 20:27:48,华仔棋牌,114.266847,30.475369,冯某某入室抢劫审讯,未处理,12720127.22,3564801.62
22,64XEiF9,民事,,,15/8/2019 21:23:06,杰克网咖,114.376762,30.518132,章某某盗油在逃,未处理,12732362.9,3570326.27
23,KS8EOvf,行政,,,22/8/2019 00:35:32,武汉广州军区武汉总医院-肿瘤治疗中心,114.344618,30.530229,沉某某醉酒驾驶被捕,未处理,12728784.65,3571889.55
24,eVfhwY2,民事,,,12/8/2019 20:08:34,武汉如家主题公寓(纺织大学店),114.402151,30.484519,王某某入室抢劫审讯,未处理,12735189.2,3565983.52
25,41n78dh,行政,,,5/8/2019 10:34:49,武汉光谷青年公寓,114.398425,30.496762,陶某某飞车抢夺被捕,未处理,12734774.42,3567565.13
26,83l6D5s,行政,,,12/8/2019 05:21:51,武汉理工大孵化楼A座,114.35276,30.52304,孙某某盗窃保险柜在逃,未处理,12729691.01,3570960.5
27,y2upJPU,行政,,,4/8/2019 10:38:40,武汉理工大学西社区(南门),114.347837,30.524712,张某某肇事逃逸在逃,未处理,12729142.99,3571176.57
28,niAYVm4,民事,,,29/8/2019 06:49:45,湖北工业大学图书馆,114.30726,30.480019,章某某盗油被捕,未处理,12724625.98,3565402.25
29,5Ldeyxo,行政,,,11/8/2019 21:01:24,湖北出版文化城,114.343331,30.509692,尤某某街头诈骗审讯,未处理,12728641.38,3569235.69
30,ceE32qO,行政,,,5/8/2019 23:55:56,湖北青年职业学院(东南门),114.370747,30.506132,严某某虚假诉讼审讯,未处理,12731693.32,3568775.71
31,CK4U564,刑事,,,29/8/2019 23:02:32,艺术家培训中心,114.369637,30.499598,彭某某肇事逃逸在逃,未处理,12731569.75,3567931.52
32,未定名,行政,,,13/8/2019 16:31:07,中国光谷地下停车场3号(入口),114.500515,30.492263,吴某某盗窃保险柜被捕,未处理,12746139.03,3566983.9
33,未定名,行政,,,6/8/2019 13:33:42,保利·拉菲停车场(出口),114.370635,30.499173,李某某飞车抢夺审讯,未处理,12731680.85,3567876.61
34,未定名,民事,,,14/8/2019 10:50:35,卓刀泉立交,114.368969,30.517829,潘某某虚假诉讼被捕,未处理,12731495.39,3570287.11
35,未定名,行政,,,30/8/2019 07:47:42,文化大道(星光大道)出口(珞狮南路西南向),114.328741,30.459952,章某某扒车盗窃审讯,未处理,12727017.23,3562810.46
36,未定名,行政,,,24/8/2019 15:47:44,万晖便民洗车机,114.393256,30.51246,彭某某盗窃电缆、电线、U形线夹审讯,未处理,12734199.01,3569593.35
37,未定名,民事,,,28/8/2019 18:20:34,玫瑰园鲜花店(南湖大道),114.396283,30.480257,吕某某虚假诉讼审讯,未处理,12734535.97,3565432.99
38,未定名,民事,,,12/8/2019 04:47:05,巧巧鲜花(曙光商贸城),114.395986,30.481555,吴某某肇事逃逸被捕,未处理,12734502.91,3565600.65
39,未定名,民事,,,1/8/2019 09:03:41,鄂尔多斯羊绒大王(羊绒店),114.35318,30.52987,何某某入室抢劫被捕,未处理,12729737.77,3571843.15
40,未定名,行政,,,17/8/2019 14:50:24,Triumph(武商亚贸广场),114.343137,30.529059,韩某某入室盗窃审讯,未处理,12728619.79,3571738.34
41,未定名,民事,,,9/8/2019 18:10:45,可可摄影工作室,114.35048,30.475261,王某某盗窃（破坏）电力电信设施审讯,未处理,12729437.21,3564787.67
42,未定名,刑事,,,6/8/2019 01:06:49,关西口腔门诊部,114.387587,30.499538,吕某某盗窃三车审讯,未处理,12733567.94,3567923.77
43,未定名,民事,,,29/8/2019 22:40:40,利民安康大药房,114.342649,30.522254,沉某某网络诈骗被捕,未处理,12728565.46,3570858.92
44,未定名,行政,,,2/8/2019 22:17:32,周林频谱(珞狮路),114.350056,30.518075,葛某某盗窃三车审讯,未处理,12729390.01,3570318.9
45,未定名,刑事,,,20/8/2019 23:44:14,武汉汉庭公寓,114.398446,30.504369,章某某肇事逃逸审讯,未处理,12734776.76,3568547.93
46,未定名,民事,,,13/8/2019 15:44:55,虹景花园(南门),114.422203,30.508001,范某某醉酒驾驶被捕,未处理,12737421.37,3569017.2
47,未定名,行政,,,23/8/2019 13:22:27,板桥小区,114.310773,30.470846,华某某肇事逃逸审讯,未处理,12725017.04,3564217.43
48,未定名,行政,,,28/8/2019 19:43:11,卓刀泉所五环社区警务室,114.380759,30.50819,卫某某盗窃三车审讯,未处理,12732807.85,3569041.62
49,未定名,行政,,,30/8/2019 18:42:43,华中师范大学中科创业学院,114.361439,30.518969,冯某某入室抢劫在逃,未处理,12730657.16,3570434.42
50,未定名,行政,,,11/8/2019 05:28:12,武汉理工大学生创业基地,114.353167,30.519383,王某某电信诈骗在逃,未处理,12729736.32,3570487.92
51,未定名,刑事,,,21/8/2019 16:01:06,华中农业大学学生会,114.364661,30.473391,王某某盗油被捕,未处理,12731015.83,3564546.14
52,未定名,行政,,,24/8/2019 15:47:11,湖北省动物医疗工程技术研究中心,114.325439,30.484578,朱某某盗窃三车在逃,未处理,12726649.65,3565991.15
53,未定名,民事,,,5/8/2019 09:38:26,华中农业大学-胜赢驾校,114.356555,30.474734,沉某某扒车盗窃被捕,未处理,12730113.47,3564719.6
54,未定名,行政,,,10/8/2019 06:46:16,紫菘花园7栋-2单元,114.393339,30.512022,华某某盗电在逃,未处理,12734208.25,3569536.75
55,未定名,民事,,,24/8/2019 08:27:07,湖北工业大学(南湖校区)工程技术学院2号楼,114.307137,30.479271,奚某某街头诈骗审讯,未处理,12724612.28,3565305.63
56,未定名,行政,,,1/8/2019 12:29:03,洪山区武珞路小学石牌岭分校(东南门),114.340878,30.519773,张某某街头诈骗被捕,未处理,12728368.32,3570538.32
